symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_01745,Moderate Anosmia (Eustachian Tube),Moderate Anosmia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate anosmia (eustachian tube); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the eustachian tube.
SYM_01746,Moderate Dysphonia (Eustachian Tube),Moderate Dysphonia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate dysphonia (eustachian tube); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the eustachian tube.
SYM_01747,Moderate Odynophagia (Eustachian Tube),Moderate Odynophagia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate odynophagia (eustachian tube); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the eustachian tube.
SYM_01748,Moderate Sinus Pressure (Eustachian Tube),Moderate Sinus Pressure of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,6,High,"moderate sinus pressure (eustachian tube); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the eustachian tube.
SYM_01749,Moderate Hearing Diminution (Eustachian Tube),Moderate Hearing Diminution of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate hearing diminution (eustachian tube); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the eustachian tube.
SYM_01750,Moderate Postnasal Drip (Eustachian Tube),Moderate Postnasal Drip of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate postnasal drip (eustachian tube); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the eustachian tube.
SYM_01751,Severe Tinnitus (Tympanic Membrane),Severe Tinnitus of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,9,Critical,"severe tinnitus (tympanic membrane); tinnitus; severe tinnitus",Clinical symptom presentation manifesting as severe tinnitus localized in the tympanic membrane.
SYM_01752,Severe Otalgia (Tympanic Membrane),Severe Otalgia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,7,High,"severe otalgia (tympanic membrane); otalgia; severe otalgia",Clinical symptom presentation manifesting as severe otalgia localized in the tympanic membrane.
SYM_01753,Severe Nasal Congestion (Tympanic Membrane),Severe Nasal Congestion of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,5,Moderate,"severe nasal congestion (tympanic membrane); nasal congestion; severe nasal congestion",Clinical symptom presentation manifesting as severe nasal congestion localized in the tympanic membrane.
SYM_01754,Severe Rhinorrhea (Tympanic Membrane),Severe Rhinorrhea of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,3,Low,"severe rhinorrhea (tympanic membrane); rhinorrhea; severe rhinorrhea",Clinical symptom presentation manifesting as severe rhinorrhea localized in the tympanic membrane.
SYM_01755,Severe Anosmia (Tympanic Membrane),Severe Anosmia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,1,Low,"severe anosmia (tympanic membrane); anosmia; severe anosmia",Clinical symptom presentation manifesting as severe anosmia localized in the tympanic membrane.
SYM_01756,Severe Dysphonia (Tympanic Membrane),Severe Dysphonia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,8,Critical,"severe dysphonia (tympanic membrane); dysphonia; severe dysphonia",Clinical symptom presentation manifesting as severe dysphonia localized in the tympanic membrane.
SYM_01757,Severe Odynophagia (Tympanic Membrane),Severe Odynophagia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,6,High,"severe odynophagia (tympanic membrane); odynophagia; severe odynophagia",Clinical symptom presentation manifesting as severe odynophagia localized in the tympanic membrane.
SYM_01758,Severe Sinus Pressure (Tympanic Membrane),Severe Sinus Pressure of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,4,Moderate,"severe sinus pressure (tympanic membrane); sinus pressure; severe sinus pressure",Clinical symptom presentation manifesting as severe sinus pressure localized in the tympanic membrane.
SYM_01759,Severe Hearing Diminution (Tympanic Membrane),Severe Hearing Diminution of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,2,Low,"severe hearing diminution (tympanic membrane); hearing diminution; severe hearing diminution",Clinical symptom presentation manifesting as severe hearing diminution localized in the tympanic membrane.
SYM_01760,Severe Postnasal Drip (Tympanic Membrane),Severe Postnasal Drip of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,9,Critical,"severe postnasal drip (tympanic membrane); postnasal drip; severe postnasal drip",Clinical symptom presentation manifesting as severe postnasal drip localized in the tympanic membrane.
SYM_01761,Severe Tinnitus (Cochlea),Severe Tinnitus of Cochlea,Otolaryngology & ENT,Otolaryngology,7,High,"severe tinnitus (cochlea); tinnitus; severe tinnitus",Clinical symptom presentation manifesting as severe tinnitus localized in the cochlea.
SYM_01762,Severe Otalgia (Cochlea),Severe Otalgia of Cochlea,Otolaryngology & ENT,Otolaryngology,5,Moderate,"severe otalgia (cochlea); otalgia; severe otalgia",Clinical symptom presentation manifesting as severe otalgia localized in the cochlea.
SYM_01763,Severe Nasal Congestion (Cochlea),Severe Nasal Congestion of Cochlea,Otolaryngology & ENT,Otolaryngology,3,Low,"severe nasal congestion (cochlea); nasal congestion; severe nasal congestion",Clinical symptom presentation manifesting as severe nasal congestion localized in the cochlea.
SYM_01764,Severe Rhinorrhea (Cochlea),Severe Rhinorrhea of Cochlea,Otolaryngology & ENT,Otolaryngology,1,Low,"severe rhinorrhea (cochlea); rhinorrhea; severe rhinorrhea",Clinical symptom presentation manifesting as severe rhinorrhea localized in the cochlea.
SYM_01765,Severe Anosmia (Cochlea),Severe Anosmia of Cochlea,Otolaryngology & ENT,Otolaryngology,8,Critical,"severe anosmia (cochlea); anosmia; severe anosmia",Clinical symptom presentation manifesting as severe anosmia localized in the cochlea.
SYM_01766,Severe Dysphonia (Cochlea),Severe Dysphonia of Cochlea,Otolaryngology & ENT,Otolaryngology,6,High,"severe dysphonia (cochlea); dysphonia; severe dysphonia",Clinical symptom presentation manifesting as severe dysphonia localized in the cochlea.
SYM_01767,Severe Odynophagia (Cochlea),Severe Odynophagia of Cochlea,Otolaryngology & ENT,Otolaryngology,4,Moderate,"severe odynophagia (cochlea); odynophagia; severe odynophagia",Clinical symptom presentation manifesting as severe odynophagia localized in the cochlea.
SYM_01768,Severe Sinus Pressure (Cochlea),Severe Sinus Pressure of Cochlea,Otolaryngology & ENT,Otolaryngology,2,Low,"severe sinus pressure (cochlea); sinus pressure; severe sinus pressure",Clinical symptom presentation manifesting as severe sinus pressure localized in the cochlea.
SYM_01769,Severe Hearing Diminution (Cochlea),Severe Hearing Diminution of Cochlea,Otolaryngology & ENT,Otolaryngology,9,Critical,"severe hearing diminution (cochlea); hearing diminution; severe hearing diminution",Clinical symptom presentation manifesting as severe hearing diminution localized in the cochlea.
SYM_01770,Severe Postnasal Drip (Cochlea),Severe Postnasal Drip of Cochlea,Otolaryngology & ENT,Otolaryngology,7,High,"severe postnasal drip (cochlea); postnasal drip; severe postnasal drip",Clinical symptom presentation manifesting as severe postnasal drip localized in the cochlea.
SYM_01771,Severe Tinnitus (Maxillary Sinus),Severe Tinnitus of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,5,Moderate,"severe tinnitus (maxillary sinus); tinnitus; severe tinnitus",Clinical symptom presentation manifesting as severe tinnitus localized in the maxillary sinus.
SYM_01772,Severe Otalgia (Maxillary Sinus),Severe Otalgia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,3,Low,"severe otalgia (maxillary sinus); otalgia; severe otalgia",Clinical symptom presentation manifesting as severe otalgia localized in the maxillary sinus.
SYM_01773,Severe Nasal Congestion (Maxillary Sinus),Severe Nasal Congestion of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,1,Low,"severe nasal congestion (maxillary sinus); nasal congestion; severe nasal congestion",Clinical symptom presentation manifesting as severe nasal congestion localized in the maxillary sinus.
SYM_01774,Severe Rhinorrhea (Maxillary Sinus),Severe Rhinorrhea of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,8,Critical,"severe rhinorrhea (maxillary sinus); rhinorrhea; severe rhinorrhea",Clinical symptom presentation manifesting as severe rhinorrhea localized in the maxillary sinus.
SYM_01775,Severe Anosmia (Maxillary Sinus),Severe Anosmia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,6,High,"severe anosmia (maxillary sinus); anosmia; severe anosmia",Clinical symptom presentation manifesting as severe anosmia localized in the maxillary sinus.
SYM_01776,Severe Dysphonia (Maxillary Sinus),Severe Dysphonia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,4,Moderate,"severe dysphonia (maxillary sinus); dysphonia; severe dysphonia",Clinical symptom presentation manifesting as severe dysphonia localized in the maxillary sinus.
SYM_01777,Severe Odynophagia (Maxillary Sinus),Severe Odynophagia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,2,Low,"severe odynophagia (maxillary sinus); odynophagia; severe odynophagia",Clinical symptom presentation manifesting as severe odynophagia localized in the maxillary sinus.
SYM_01778,Severe Sinus Pressure (Maxillary Sinus),Severe Sinus Pressure of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,9,Critical,"severe sinus pressure (maxillary sinus); sinus pressure; severe sinus pressure",Clinical symptom presentation manifesting as severe sinus pressure localized in the maxillary sinus.
SYM_01779,Severe Hearing Diminution (Maxillary Sinus),Severe Hearing Diminution of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,7,High,"severe hearing diminution (maxillary sinus); hearing diminution; severe hearing diminution",Clinical symptom presentation manifesting as severe hearing diminution localized in the maxillary sinus.
SYM_01780,Severe Postnasal Drip (Maxillary Sinus),Severe Postnasal Drip of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,5,Moderate,"severe postnasal drip (maxillary sinus); postnasal drip; severe postnasal drip",Clinical symptom presentation manifesting as severe postnasal drip localized in the maxillary sinus.
SYM_01781,Severe Tinnitus (Frontal Sinus),Severe Tinnitus of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,3,Low,"severe tinnitus (frontal sinus); tinnitus; severe tinnitus",Clinical symptom presentation manifesting as severe tinnitus localized in the frontal sinus.
SYM_01782,Severe Otalgia (Frontal Sinus),Severe Otalgia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,1,Low,"severe otalgia (frontal sinus); otalgia; severe otalgia",Clinical symptom presentation manifesting as severe otalgia localized in the frontal sinus.
SYM_01783,Severe Nasal Congestion (Frontal Sinus),Severe Nasal Congestion of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,8,Critical,"severe nasal congestion (frontal sinus); nasal congestion; severe nasal congestion",Clinical symptom presentation manifesting as severe nasal congestion localized in the frontal sinus.
SYM_01784,Severe Rhinorrhea (Frontal Sinus),Severe Rhinorrhea of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,6,High,"severe rhinorrhea (frontal sinus); rhinorrhea; severe rhinorrhea",Clinical symptom presentation manifesting as severe rhinorrhea localized in the frontal sinus.
SYM_01785,Severe Anosmia (Frontal Sinus),Severe Anosmia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,4,Moderate,"severe anosmia (frontal sinus); anosmia; severe anosmia",Clinical symptom presentation manifesting as severe anosmia localized in the frontal sinus.
SYM_01786,Severe Dysphonia (Frontal Sinus),Severe Dysphonia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,2,Low,"severe dysphonia (frontal sinus); dysphonia; severe dysphonia",Clinical symptom presentation manifesting as severe dysphonia localized in the frontal sinus.
SYM_01787,Severe Odynophagia (Frontal Sinus),Severe Odynophagia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,9,Critical,"severe odynophagia (frontal sinus); odynophagia; severe odynophagia",Clinical symptom presentation manifesting as severe odynophagia localized in the frontal sinus.
SYM_01788,Severe Sinus Pressure (Frontal Sinus),Severe Sinus Pressure of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,7,High,"severe sinus pressure (frontal sinus); sinus pressure; severe sinus pressure",Clinical symptom presentation manifesting as severe sinus pressure localized in the frontal sinus.
SYM_01789,Severe Hearing Diminution (Frontal Sinus),Severe Hearing Diminution of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,5,Moderate,"severe hearing diminution (frontal sinus); hearing diminution; severe hearing diminution",Clinical symptom presentation manifesting as severe hearing diminution localized in the frontal sinus.
SYM_01790,Severe Postnasal Drip (Frontal Sinus),Severe Postnasal Drip of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,3,Low,"severe postnasal drip (frontal sinus); postnasal drip; severe postnasal drip",Clinical symptom presentation manifesting as severe postnasal drip localized in the frontal sinus.
SYM_01791,Throbbing Mood Lability (Stress Axis),Throbbing Mood Lability of Stress Axis,Psychiatric & Behavioral,Psychiatric,1,Low,"throbbing mood lability (stress axis); mood lability; throbbing mood lability",Clinical symptom presentation manifesting as throbbing mood lability localized in the stress axis.
SYM_01792,Throbbing Anxiety Agitation (Cognitive Processing),Throbbing Anxiety Agitation of Cognitive Processing,Psychiatric & Behavioral,Psychiatric,8,Critical,"throbbing anxiety agitation (cognitive processing); anxiety agitation; throbbing anxiety agitation",Clinical symptom presentation manifesting as throbbing anxiety agitation localized in the cognitive processing.
SYM_01793,Throbbing Insomnia (Cognitive Processing),Throbbing Insomnia of Cognitive Processing,Psychiatric & Behavioral,Psychiatric,6,High,"throbbing insomnia (cognitive processing); insomnia; throbbing insomnia",Clinical symptom presentation manifesting as throbbing insomnia localized in the cognitive processing.
SYM_01794,Throbbing Depressive Mood (Cognitive Processing),Throbbing Depressive Mood of Cognitive Processing,Psychiatric & Behavioral,Psychiatric,4,Moderate,"throbbing depressive mood (cognitive processing); depressive mood; throbbing depressive mood",Clinical symptom presentation manifesting as throbbing depressive mood localized in the cognitive processing.
SYM_01795,Throbbing Panic Spikes (Cognitive Processing),Throbbing Panic Spikes of Cognitive Processing,Psychiatric & Behavioral,Psychiatric,2,Low,"throbbing panic spikes (cognitive processing); panic spikes; throbbing panic spikes",Clinical symptom presentation manifesting as throbbing panic spikes localized in the cognitive processing.
SYM_01796,Throbbing Brain Fog (Cognitive Processing),Throbbing Brain Fog of Cognitive Processing,Psychiatric & Behavioral,Psychiatric,9,Critical,"throbbing brain fog (cognitive processing); brain fog; throbbing brain fog",Clinical symptom presentation manifesting as throbbing brain fog localized in the cognitive processing.
