disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00472,Trichomoniasis Vaginitis,E32.4,Obstetrics & Gynecology,Critical,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Trichomoniasis Vaginitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00473,Vulvovaginal Candidiasis,F33.5,Obstetrics & Gynecology,Low,Mild,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Vulvovaginal Candidiasis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00474,Pelvic Inflammatory Disease (PID),G34.6,Obstetrics & Gynecology,Moderate,Moderate,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pelvic Inflammatory Disease (PID).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00475,Tubo-Ovarian Abscess,H35.7,Obstetrics & Gynecology,High,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Tubo-Ovarian Abscess.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00476,Ectopic Pregnancy (Tubal),I36.8,Obstetrics & Gynecology,Moderate,Moderate,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Ectopic Pregnancy (Tubal).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00477,Preeclampsia with Severe Features,J37.0,Obstetrics & Gynecology,Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Preeclampsia with Severe Features.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00478,Gestational Diabetes Mellitus,K38.1,Obstetrics & Gynecology,Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Gestational Diabetes Mellitus.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00479,Hyperemesis Gravidarum,L39.2,Obstetrics & Gynecology,Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hyperemesis Gravidarum.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00480,Placenta Previa,M40.3,Obstetrics & Gynecology,Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Placenta Previa.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00481,Placental Abruption,N41.4,Obstetrics & Gynecology,High,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Placental Abruption.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00482,Postpartum Hemorrhage,O42.5,Obstetrics & Gynecology,Moderate,Moderate,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Postpartum Hemorrhage.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00483,Postpartum Depression,P43.6,Obstetrics & Gynecology,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Postpartum Depression.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00484,Ovarian Torsion (Acute),Q44.7,Obstetrics & Gynecology,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Ovarian Torsion (Acute).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00485,Polycystic Ovaries (Gynecological),R45.8,Obstetrics & Gynecology,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Polycystic Ovaries (Gynecological).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00486,Primary Dysmenorrhea,S46.0,Obstetrics & Gynecology,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Primary Dysmenorrhea.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00487,Premature Ovarian Insufficiency,T47.1,Obstetrics & Gynecology,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Premature Ovarian Insufficiency.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00488,Menopause Transition Syndrome,U48.2,Obstetrics & Gynecology,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Menopause Transition Syndrome.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00489,Genitourinary Syndrome of Menopause (GSM),V49.3,Obstetrics & Gynecology,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Genitourinary Syndrome of Menopause (GSM).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
