disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00544,DiGeorge Syndrome (22q11.2 Deletion),SYM_00010,Generalized Malaise,0.95,1
DIS_00544,DiGeorge Syndrome (22q11.2 Deletion),SYM_00005,Chronic Fatigue,0.83,0
DIS_00544,DiGeorge Syndrome (22q11.2 Deletion),SYM_00002,Low Grade Fever,0.71,0
DIS_00544,DiGeorge Syndrome (22q11.2 Deletion),SYM_00009,Loss of Appetite,0.59,0
DIS_00545,Ataxia-Telangiectasia,SYM_00010,Generalized Malaise,0.95,1
DIS_00545,Ataxia-Telangiectasia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00545,Ataxia-Telangiectasia,SYM_00002,Low Grade Fever,0.71,0
DIS_00545,Ataxia-Telangiectasia,SYM_00009,Loss of Appetite,0.59,0
DIS_00546,Wiskott-Aldrich Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00546,Wiskott-Aldrich Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00546,Wiskott-Aldrich Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00546,Wiskott-Aldrich Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00547,Autoimmune Lymphoproliferative Syndrome (ALPS),SYM_00010,Generalized Malaise,0.95,1
DIS_00547,Autoimmune Lymphoproliferative Syndrome (ALPS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00547,Autoimmune Lymphoproliferative Syndrome (ALPS),SYM_00002,Low Grade Fever,0.71,0
DIS_00547,Autoimmune Lymphoproliferative Syndrome (ALPS),SYM_00009,Loss of Appetite,0.59,0
DIS_00548,Idiopathic Cold Agglutinin Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00548,Idiopathic Cold Agglutinin Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00548,Idiopathic Cold Agglutinin Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00548,Idiopathic Cold Agglutinin Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00549,Paroxysmal Cold Hemoglobinuria,SYM_00010,Generalized Malaise,0.95,1
DIS_00549,Paroxysmal Cold Hemoglobinuria,SYM_00005,Chronic Fatigue,0.83,0
DIS_00549,Paroxysmal Cold Hemoglobinuria,SYM_00002,Low Grade Fever,0.71,0
DIS_00549,Paroxysmal Cold Hemoglobinuria,SYM_00009,Loss of Appetite,0.59,0
DIS_00550,Serum Sickness Reaction,SYM_00010,Generalized Malaise,0.95,1
DIS_00550,Serum Sickness Reaction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00550,Serum Sickness Reaction,SYM_00002,Low Grade Fever,0.71,0
DIS_00550,Serum Sickness Reaction,SYM_00009,Loss of Appetite,0.59,0
DIS_00551,Arthus Reaction (Local Immune Complex),SYM_00010,Generalized Malaise,0.95,1
DIS_00551,Arthus Reaction (Local Immune Complex),SYM_00005,Chronic Fatigue,0.83,0
DIS_00551,Arthus Reaction (Local Immune Complex),SYM_00002,Low Grade Fever,0.71,0
DIS_00551,Arthus Reaction (Local Immune Complex),SYM_00009,Loss of Appetite,0.59,0
DIS_00552,Chronic Inflammatory Demyelinating Polyneuropathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00552,Chronic Inflammatory Demyelinating Polyneuropathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00552,Chronic Inflammatory Demyelinating Polyneuropathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00552,Chronic Inflammatory Demyelinating Polyneuropathy,SYM_00009,Loss of Appetite,0.59,0
DIS_00553,Autoimmune Encephalitis (Anti-NMDAR),SYM_00010,Generalized Malaise,0.95,1
DIS_00553,Autoimmune Encephalitis (Anti-NMDAR),SYM_00005,Chronic Fatigue,0.83,0
DIS_00553,Autoimmune Encephalitis (Anti-NMDAR),SYM_00002,Low Grade Fever,0.71,0
DIS_00553,Autoimmune Encephalitis (Anti-NMDAR),SYM_00009,Loss of Appetite,0.59,0
DIS_00554,Stiff-Person Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00554,Stiff-Person Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00554,Stiff-Person Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00554,Stiff-Person Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00555,Autoimmune Enteropathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00555,Autoimmune Enteropathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00555,Autoimmune Enteropathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00555,Autoimmune Enteropathy,SYM_00009,Loss of Appetite,0.59,0
